clientId,firstName,lastName,gender,dateOfBirth,maritialStatus,postCode,cityId,occupationId,levelId,incomeId,carCount,childCount,childAtHomeCount,isHomeOwner,accountDate,membershipLevelId
C25B6355-8F01-4757-BB53-005856D17C45,Arden,Gonzales,F,1956-03-25,M,50417,D30DDCDC-4AEE-4C64-BF99-BDACDBF099A9,37306ADC-A667-4486-A490-2BDD98781B4E,104D4638-9066-4798-B7DF-0153401EE07D,62198A8D-AAC1-4C88-9CD2-B7107BAF8D01,2,2,2,1,1994-03-22,16A1628A-5427-4DD2-9CF4-31BC8A6F150F
A1E00A3C-83A7-4298-BBF9-0058F5ABA4E4,Lana,Cook,M,1916-05-22,M,16825,3B3AE607-82E6-438C-A64A-6A0872B6A488,EF7DC024-A1D5-4470-BA23-326121B48E42,104D4638-9066-4798-B7DF-0153401EE07D,653D684D-4F4C-4373-92E7-9614E6846443,2,2,2,0,1993-12-10,5D43E62B-536D-4ED9-BE12-8050B39869E4
DD22AE91-66E8-4DC7-AE4C-006C884BA111,Pat,Del Carlo,F,1911-08-18,S,47355,95766FB9-F1FA-4325-8D5F-40A29DD5150B,EF7DC024-A1D5-4470-BA23-326121B48E42,B06A9CE7-07A1-464B-AADC-DD3A7BE1A643,653D684D-4F4C-4373-92E7-9614E6846443,3,5,0,0,1991-12-11,4260BD43-7291-4895-8238-E8A26BCE5351
64FB02E9-52CA-4FE5-A172-006F858B9168,George,Mahan,F,1919-03-23,S,26227,99CAE0B5-E284-47AA-BBE9-2D61C4EFB41E,520834BD-31EF-451C-BB2F-3CAD9944470F,B06A9CE7-07A1-464B-AADC-DD3A7BE1A643,411CD562-3B4D-469B-B575-8A3C6F170D79,1,4,0,1,1991-04-26,5D43E62B-536D-4ED9-BE12-8050B39869E4
1571CFE8-2AAC-45D2-9755-0076D6709654,Ann,Paz,F,1914-09-16,S,25375,79EC8696-D98E-4FB5-A282-F7D539BB35E4,37306ADC-A667-4486-A490-2BDD98781B4E,C9DEC06B-3EAB-4AF2-B35F-4F84F7DF5E3F,653D684D-4F4C-4373-92E7-9614E6846443,3,4,0,1,1992-09-26,4260BD43-7291-4895-8238-E8A26BCE5351
B5D6B1CA-6EFA-40EC-8FE3-0089A9A83B8E,Matthew,Werber,M,1927-05-12,M,15434,C6D01884-B912-461E-9F76-CD5FB2D3FF76,C8209354-FD86-4844-BBBB-15EAB2B55385,1699F9A2-EEFE-4FAA-9B7C-5415A2A2531D,200BD4AD-3C9F-4F86-AF80-BD3DF732D466,2,4,2,0,1993-08-02,16A1628A-5427-4DD2-9CF4-31BC8A6F150F
3B175B2A-F32A-4F5F-AB8D-008EA6D33364,Bimal,Schmidt,M,1930-01-11,S,13131,D8BCE44F-C2B9-4501-A4BB-54D6B2E60BFA,EF7DC024-A1D5-4470-BA23-326121B48E42,B06A9CE7-07A1-464B-AADC-DD3A7BE1A643,62198A8D-AAC1-4C88-9CD2-B7107BAF8D01,1,4,0,1,1994-11-27,4260BD43-7291-4895-8238-E8A26BCE5351
61C3EB91-9E6A-4DCC-8405-009C0DBF7D20,Lainie,Cochran,M,1956-04-08,S,69845,CBC59429-3F1B-430C-830F-0DD0A50A41B4,37306ADC-A667-4486-A490-2BDD98781B4E,B06A9CE7-07A1-464B-AADC-DD3A7BE1A643,B185A307-F72A-4394-AA8C-70238FE37270,4,1,0,1,1992-05-10,4260BD43-7291-4895-8238-E8A26BCE5351
53446721-11A6-4BE9-9341-00A0F106FA03,Pat,Thornlow,F,1972-05-02,S,11898,80B3DEF5-BCD4-4BF9-A94C-22DA3F4B8335,C8209354-FD86-4844-BBBB-15EAB2B55385,1699F9A2-EEFE-4FAA-9B7C-5415A2A2531D,200BD4AD-3C9F-4F86-AF80-BD3DF732D466,0,5,0,0,1991-09-01,16A1628A-5427-4DD2-9CF4-31BC8A6F150F
9ACBADCE-4221-4359-B429-00B396EF3B85,Connie,Baca,M,1926-04-08,S,49591,123EF40A-15A9-4AE1-A33B-92F42D207488,C8209354-FD86-4844-BBBB-15EAB2B55385,1699F9A2-EEFE-4FAA-9B7C-5415A2A2531D,653D684D-4F4C-4373-92E7-9614E6846443,2,0,0,0,1991-03-19,5D43E62B-536D-4ED9-BE12-8050B39869E4
BDC94D1E-3F17-4EA3-8090-00B66D3E39EF,Russell,Reed,F,1972-02-24,M,65232,ADBC6B9A-73BC-465A-9ECB-D612F9C8785B,37306ADC-A667-4486-A490-2BDD98781B4E,50972F33-6C5A-4D0B-8237-15A63CCC342A,B185A307-F72A-4394-AA8C-70238FE37270,2,0,0,1,1993-05-19,4260BD43-7291-4895-8238-E8A26BCE5351
A43D6B82-3046-4690-A45C-00B6F10B8792,Louis,Walter,F,1915-04-24,S,70139,9FD2A492-A242-4A7D-980C-993673A7EE41,C8209354-FD86-4844-BBBB-15EAB2B55385,B06A9CE7-07A1-464B-AADC-DD3A7BE1A643,62198A8D-AAC1-4C88-9CD2-B7107BAF8D01,3,1,0,0,1992-06-02,4260BD43-7291-4895-8238-E8A26BCE5351
CA24C1E9-4740-4064-A589-00B8AAC9BF5A,Audrene,Sweeney,F,1957-01-05,S,22237,D9A628E9-FEB3-4CE4-9C46-8E57646FEBD7,37306ADC-A667-4486-A490-2BDD98781B4E,104D4638-9066-4798-B7DF-0153401EE07D,62198A8D-AAC1-4C88-9CD2-B7107BAF8D01,3,3,0,0,1992-12-09,4260BD43-7291-4895-8238-E8A26BCE5351
5B772D85-3D80-401F-A4C2-00BA64F22C6F,April,Blackwood,M,1953-06-18,S,45639,95766FB9-F1FA-4325-8D5F-40A29DD5150B,37306ADC-A667-4486-A490-2BDD98781B4E,C9DEC06B-3EAB-4AF2-B35F-4F84F7DF5E3F,53292673-63B2-41FE-9463-D6408B0D5965,3,3,0,1,1991-04-08,5D43E62B-536D-4ED9-BE12-8050B39869E4
E76A1647-FD40-42E2-BE31-00D47FA55AD2,Richard,Sawyer,M,1962-08-15,S,75041,8E03D29B-98C8-48F8-9343-259D466F7599,37306ADC-A667-4486-A490-2BDD98781B4E,C9DEC06B-3EAB-4AF2-B35F-4F84F7DF5E3F,653D684D-4F4C-4373-92E7-9614E6846443,2,4,0,1,1991-02-23,4260BD43-7291-4895-8238-E8A26BCE5351
4A3BC9FB-6E94-4DB6-9558-00D81EF0A477,Angelina,Supernaw,M,1913-12-06,S,32771,77E2DDD2-9F01-409F-A5F9-CE9970EF0F3A,EF7DC024-A1D5-4470-BA23-326121B48E42,B06A9CE7-07A1-464B-AADC-DD3A7BE1A643,62198A8D-AAC1-4C88-9CD2-B7107BAF8D01,2,4,0,0,1991-06-23,4260BD43-7291-4895-8238-E8A26BCE5351
BDBBB29D-EEBF-4F4F-97E1-00F0FD837DC1,Rosa,Keller,M,1951-09-14,M,32301,6D483937-D638-4B51-AFC5-FAAA37DF958F,C8209354-FD86-4844-BBBB-15EAB2B55385,1699F9A2-EEFE-4FAA-9B7C-5415A2A2531D,200BD4AD-3C9F-4F86-AF80-BD3DF732D466,2,2,2,0,1991-05-21,16A1628A-5427-4DD2-9CF4-31BC8A6F150F
7A287011-0801-4B99-AAF9-00F2F853D9BC,Christine,Wilson,F,1936-09-21,S,12726,E1AD1E3D-F603-4E60-9F0E-2E2C4FC0BD65,EF7DC024-A1D5-4470-BA23-326121B48E42,B06A9CE7-07A1-464B-AADC-DD3A7BE1A643,200BD4AD-3C9F-4F86-AF80-BD3DF732D466,0,5,0,0,1993-06-17,4260BD43-7291-4895-8238-E8A26BCE5351
9CD2C9DC-2AD4-4A0E-9C70-00F348B85F7B,Margaret,Moore,M,1978-05-15,M,95184,4B591FD4-4BD3-40AF-920E-75EEF58FF2E9,EF7DC024-A1D5-4470-BA23-326121B48E42,B06A9CE7-07A1-464B-AADC-DD3A7BE1A643,62198A8D-AAC1-4C88-9CD2-B7107BAF8D01,3,2,2,1,1991-08-18,4260BD43-7291-4895-8238-E8A26BCE5351
2AA34B27-88E6-4752-9CD2-00F72F6AD35F,Mae,Threet,M,1942-05-10,M,94688,3EBD17C6-B99E-4564-B900-64FF6CEC4B1D,C8209354-FD86-4844-BBBB-15EAB2B55385,B06A9CE7-07A1-464B-AADC-DD3A7BE1A643,62198A8D-AAC1-4C88-9CD2-B7107BAF8D01,3,3,1,1,1992-05-12,4260BD43-7291-4895-8238-E8A26BCE5351
E5666E7A-F14B-4B3D-830C-01069F971B80,Leila,Gutierrez,M,1916-05-23,M,66443,99CAE0B5-E284-47AA-BBE9-2D61C4EFB41E,520834BD-31EF-451C-BB2F-3CAD9944470F,C9DEC06B-3EAB-4AF2-B35F-4F84F7DF5E3F,653D684D-4F4C-4373-92E7-9614E6846443,3,0,0,0,1993-06-16,4260BD43-7291-4895-8238-E8A26BCE5351
8DA7D21D-D13C-4014-8FC5-011B0A4126DF,James,Frank,M,1950-05-24,M,58838,3EA47FB7-7E2E-4D40-BF4E-C67D43769EF4,C8209354-FD86-4844-BBBB-15EAB2B55385,B06A9CE7-07A1-464B-AADC-DD3A7BE1A643,62198A8D-AAC1-4C88-9CD2-B7107BAF8D01,2,1,0,1,1992-03-04,4260BD43-7291-4895-8238-E8A26BCE5351
50D26DB4-5B23-4FCC-AD68-01219AE9C58B,Howard,Yeates,M,1928-09-20,S,44793,7306C9D8-C2A8-4DF9-AF95-A756E2A7EBEC,EF7DC024-A1D5-4470-BA23-326121B48E42,B06A9CE7-07A1-464B-AADC-DD3A7BE1A643,62198A8D-AAC1-4C88-9CD2-B7107BAF8D01,2,4,0,0,1993-10-24,4260BD43-7291-4895-8238-E8A26BCE5351
AB3D6964-D046-4BB6-9980-0127D1E4BD2E,Allen,Holm,M,1928-07-20,M,29261,6BE6599B-6943-4541-9938-277E62337D13,EF7DC024-A1D5-4470-BA23-326121B48E42,1699F9A2-EEFE-4FAA-9B7C-5415A2A2531D,200BD4AD-3C9F-4F86-AF80-BD3DF732D466,1,1,0,1,1991-03-04,16A1628A-5427-4DD2-9CF4-31BC8A6F150F
E948AEE7-5CF2-4473-8F80-012AEEE4B5D9,Franklin,Horner,M,1974-12-20,M,19477,AEC83B9A-5D7A-4212-909E-5235040C4F3E,EF7DC024-A1D5-4470-BA23-326121B48E42,1699F9A2-EEFE-4FAA-9B7C-5415A2A2531D,200BD4AD-3C9F-4F86-AF80-BD3DF732D466,1,4,2,1,1991-07-27,16A1628A-5427-4DD2-9CF4-31BC8A6F150F
8239C57D-51AD-4DAA-9330-013F28A5420D,Deborah,Clark,M,1951-05-06,M,14549,6D483937-D638-4B51-AFC5-FAAA37DF958F,520834BD-31EF-451C-BB2F-3CAD9944470F,C9DEC06B-3EAB-4AF2-B35F-4F84F7DF5E3F,653D684D-4F4C-4373-92E7-9614E6846443,3,3,3,1,1991-11-09,0D4B99C3-5D68-4705-8963-FB7B5A1F54E7
FBC0A2A0-A5AB-4249-AEC2-01506128F1FC,Ronald,Telleria,F,1931-03-16,M,60001,AEC83B9A-5D7A-4212-909E-5235040C4F3E,37306ADC-A667-4486-A490-2BDD98781B4E,104D4638-9066-4798-B7DF-0153401EE07D,62198A8D-AAC1-4C88-9CD2-B7107BAF8D01,3,2,2,0,1992-06-03,4260BD43-7291-4895-8238-E8A26BCE5351
DB9E424E-C78E-48B3-A0A0-015B0AB488EC,Mattie,Rasberry,F,1969-12-24,S,10957,DEA8CFF6-AAF9-492F-9C75-1EEC34B14A08,37306ADC-A667-4486-A490-2BDD98781B4E,1699F9A2-EEFE-4FAA-9B7C-5415A2A2531D,B83908BF-9152-455A-A687-04D150DE2697,2,1,0,0,1993-09-26,5D43E62B-536D-4ED9-BE12-8050B39869E4
267CE34B-2103-4AAA-8A21-016198758A63,Betty,Wilson,F,1977-11-22,M,67278,3DC6630A-A102-406C-8F11-CF4030AA1C04,37306ADC-A667-4486-A490-2BDD98781B4E,C9DEC06B-3EAB-4AF2-B35F-4F84F7DF5E3F,B83908BF-9152-455A-A687-04D150DE2697,4,1,0,1,1991-06-25,4260BD43-7291-4895-8238-E8A26BCE5351
3D757FFC-CBB2-49A3-BD7A-0165DA6787BB,Robert,Raney,F,1944-08-18,M,16714,50842605-4312-41F3-A33A-A93EFB5A3362,520834BD-31EF-451C-BB2F-3CAD9944470F,50972F33-6C5A-4D0B-8237-15A63CCC342A,B83908BF-9152-455A-A687-04D150DE2697,3,4,4,0,1991-02-09,0D4B99C3-5D68-4705-8963-FB7B5A1F54E7
C0B4ED36-EF8B-4BDF-B26C-0166661F6901,Susan,Belfils,F,1966-08-20,S,71864,0200928F-8772-42DD-AC3F-EDDBBE987D5F,C8209354-FD86-4844-BBBB-15EAB2B55385,1699F9A2-EEFE-4FAA-9B7C-5415A2A2531D,200BD4AD-3C9F-4F86-AF80-BD3DF732D466,1,0,0,1,1992-07-15,16A1628A-5427-4DD2-9CF4-31BC8A6F150F
FCA776C0-F667-4F7A-AC6E-0168018EDC3D,Heather,Sanchez,F,1934-07-26,M,50872,47C41420-55CC-4490-BDC4-4D13F4C24409,EF7DC024-A1D5-4470-BA23-326121B48E42,1699F9A2-EEFE-4FAA-9B7C-5415A2A2531D,62198A8D-AAC1-4C88-9CD2-B7107BAF8D01,3,4,4,1,1991-10-19,0D4B99C3-5D68-4705-8963-FB7B5A1F54E7
132FB781-508A-4B51-8B1B-016CBCCBEA86,Erin,Smith,M,1949-05-24,M,43007,69123A7D-A12C-404B-90F9-F081F927668E,520834BD-31EF-451C-BB2F-3CAD9944470F,104D4638-9066-4798-B7DF-0153401EE07D,62198A8D-AAC1-4C88-9CD2-B7107BAF8D01,3,4,2,1,1993-09-07,4260BD43-7291-4895-8238-E8A26BCE5351
435E34A3-2B81-4DBD-B471-016ED04D940B,Joanne,Talley,M,1952-10-19,S,64164,63F1612C-84DE-41E9-96E0-54C7F045689B,520834BD-31EF-451C-BB2F-3CAD9944470F,104D4638-9066-4798-B7DF-0153401EE07D,B83908BF-9152-455A-A687-04D150DE2697,3,1,0,0,1991-07-06,4260BD43-7291-4895-8238-E8A26BCE5351
1E5218CA-485B-4773-929C-017010BA0042,William,Woods,F,1951-04-26,S,69197,6604BFCE-EC03-4EEE-8FF0-89AE3AF06127,C8209354-FD86-4844-BBBB-15EAB2B55385,1699F9A2-EEFE-4FAA-9B7C-5415A2A2531D,200BD4AD-3C9F-4F86-AF80-BD3DF732D466,1,5,0,1,1993-03-24,16A1628A-5427-4DD2-9CF4-31BC8A6F150F
0B76804B-02E8-477B-86D1-0177BCB54F2F,Roseli,Arko,M,1965-02-11,S,81191,6D483937-D638-4B51-AFC5-FAAA37DF958F,37306ADC-A667-4486-A490-2BDD98781B4E,C9DEC06B-3EAB-4AF2-B35F-4F84F7DF5E3F,B83908BF-9152-455A-A687-04D150DE2697,3,1,0,0,1991-07-16,4260BD43-7291-4895-8238-E8A26BCE5351
F9D2B540-86D9-429B-8035-017998AE65ED,Diana,Lyndon,M,1963-04-07,M,99557,E1AD1E3D-F603-4E60-9F0E-2E2C4FC0BD65,37306ADC-A667-4486-A490-2BDD98781B4E,C9DEC06B-3EAB-4AF2-B35F-4F84F7DF5E3F,62198A8D-AAC1-4C88-9CD2-B7107BAF8D01,2,4,3,0,1994-06-24,5D43E62B-536D-4ED9-BE12-8050B39869E4
C75EB09F-AFBB-4C7D-80E7-01838708542D,Gilbert,Kinsner,M,1947-08-06,S,45872,69123A7D-A12C-404B-90F9-F081F927668E,37306ADC-A667-4486-A490-2BDD98781B4E,50972F33-6C5A-4D0B-8237-15A63CCC342A,B83908BF-9152-455A-A687-04D150DE2697,3,2,0,0,1993-01-08,4260BD43-7291-4895-8238-E8A26BCE5351
31816E4D-AC19-427B-B95E-018AA3CC9A7D,Rosemary,Dickson,F,1935-11-09,S,42333,2E8E5196-AA3A-40F5-A120-ED1A7E718087,520834BD-31EF-451C-BB2F-3CAD9944470F,104D4638-9066-4798-B7DF-0153401EE07D,653D684D-4F4C-4373-92E7-9614E6846443,4,4,0,0,1991-05-04,4260BD43-7291-4895-8238-E8A26BCE5351
996CB0EE-2E9E-48AA-8D81-019389BF690F,Anne,Marks,M,1925-06-15,M,51658,B6C8B706-367E-4D55-9600-F26154D11BC6,37306ADC-A667-4486-A490-2BDD98781B4E,C9DEC06B-3EAB-4AF2-B35F-4F84F7DF5E3F,B83908BF-9152-455A-A687-04D150DE2697,4,5,4,1,1991-12-26,0D4B99C3-5D68-4705-8963-FB7B5A1F54E7
AB4A8DA2-E70D-4567-BF2D-01947D3B5C58,Kathy,Mausner,M,1944-10-03,S,86290,2A7C18DE-8F79-4646-A335-A30C6EC40B6F,8E3B24D9-211B-4D70-ACB2-DB90431D8421,104D4638-9066-4798-B7DF-0153401EE07D,62198A8D-AAC1-4C88-9CD2-B7107BAF8D01,3,0,0,0,1992-07-23,4260BD43-7291-4895-8238-E8A26BCE5351
8365BB48-2623-4EA5-A643-019AD7BC5652,David,Walker,M,1948-08-20,S,59941,0096B649-793E-4DF2-8512-DEE81AAF6F46,520834BD-31EF-451C-BB2F-3CAD9944470F,B06A9CE7-07A1-464B-AADC-DD3A7BE1A643,411CD562-3B4D-469B-B575-8A3C6F170D79,4,3,0,0,1992-12-17,5D43E62B-536D-4ED9-BE12-8050B39869E4
8E82900E-DD4E-4D58-A9B0-01A5619E860D,Joan,Busch,M,1910-08-17,M,29109,D841A627-2F10-4C44-9312-E53D64A25AA8,EF7DC024-A1D5-4470-BA23-326121B48E42,1699F9A2-EEFE-4FAA-9B7C-5415A2A2531D,200BD4AD-3C9F-4F86-AF80-BD3DF732D466,2,1,0,1,1992-09-21,16A1628A-5427-4DD2-9CF4-31BC8A6F150F
3998603F-69F3-4985-A52C-01B156574903,Edward,Gavalas,M,1940-05-04,M,38453,ADBC6B9A-73BC-465A-9ECB-D612F9C8785B,C8209354-FD86-4844-BBBB-15EAB2B55385,1699F9A2-EEFE-4FAA-9B7C-5415A2A2531D,200BD4AD-3C9F-4F86-AF80-BD3DF732D466,2,4,2,1,1994-10-26,16A1628A-5427-4DD2-9CF4-31BC8A6F150F
44CB6BFE-06B0-4245-8245-01B4EC88769C,Leopoldo,Renfro,M,1972-03-26,M,13903,6D483937-D638-4B51-AFC5-FAAA37DF958F,C8209354-FD86-4844-BBBB-15EAB2B55385,B06A9CE7-07A1-464B-AADC-DD3A7BE1A643,62198A8D-AAC1-4C88-9CD2-B7107BAF8D01,1,0,0,1,1991-07-13,4260BD43-7291-4895-8238-E8A26BCE5351
81D317CC-ECEA-4F14-83DD-01BA3070688E,Jeanne,Wentz,M,1935-03-25,M,89164,087CD120-4A01-48DE-8FDF-3F9951B963A5,EF7DC024-A1D5-4470-BA23-326121B48E42,B06A9CE7-07A1-464B-AADC-DD3A7BE1A643,62198A8D-AAC1-4C88-9CD2-B7107BAF8D01,2,3,1,1,1991-12-18,4260BD43-7291-4895-8238-E8A26BCE5351
5AE331F7-B9B7-4ACD-9F09-01C84A0A03D0,Ronald,Trexler,F,1940-11-16,M,58346,3B3AE607-82E6-438C-A64A-6A0872B6A488,37306ADC-A667-4486-A490-2BDD98781B4E,C9DEC06B-3EAB-4AF2-B35F-4F84F7DF5E3F,653D684D-4F4C-4373-92E7-9614E6846443,2,1,1,1,1993-01-09,4260BD43-7291-4895-8238-E8A26BCE5351
D3AC5285-C7E3-457B-A130-01D2CABF5B9F,Pearl,Rosales,F,1912-02-27,S,31843,99CAE0B5-E284-47AA-BBE9-2D61C4EFB41E,C8209354-FD86-4844-BBBB-15EAB2B55385,B06A9CE7-07A1-464B-AADC-DD3A7BE1A643,62198A8D-AAC1-4C88-9CD2-B7107BAF8D01,3,3,0,1,1991-10-26,4260BD43-7291-4895-8238-E8A26BCE5351
2DF04168-031F-4404-BC96-01D6512BEEA1,Karen,Grant,F,1965-04-02,M,66451,588098F6-F2AA-449A-9238-981826AD0C48,37306ADC-A667-4486-A490-2BDD98781B4E,B06A9CE7-07A1-464B-AADC-DD3A7BE1A643,B185A307-F72A-4394-AA8C-70238FE37270,4,3,1,1,1993-07-16,5D43E62B-536D-4ED9-BE12-8050B39869E4
91288A90-A83E-4BB5-9A6C-01DBC7477C56,Luis,Clay,M,1912-11-23,M,88322,2A7C18DE-8F79-4646-A335-A30C6EC40B6F,EF7DC024-A1D5-4470-BA23-326121B48E42,1699F9A2-EEFE-4FAA-9B7C-5415A2A2531D,200BD4AD-3C9F-4F86-AF80-BD3DF732D466,1,2,0,1,1993-10-13,16A1628A-5427-4DD2-9CF4-31BC8A6F150F
481BD0A2-AA0C-4F66-99EF-01DC50D41C5C,Matt,Bellah,M,1958-07-05,S,53908,8FBEF9F6-88C3-49A3-B2DD-8C2F2E87D8A7,C8209354-FD86-4844-BBBB-15EAB2B55385,1699F9A2-EEFE-4FAA-9B7C-5415A2A2531D,62198A8D-AAC1-4C88-9CD2-B7107BAF8D01,3,2,0,0,1990-03-02,4260BD43-7291-4895-8238-E8A26BCE5351
